Key:Lower:Value:Upper:Fixed:Stale:Domain,
(7,80):0:-0.0:1:False:False:Binary
(7,81):0:-0.0:1:False:False:Binary
(7,82):0:1.0:1:False:False:Binary
(7,83):0:1.0:1:False:False:Binary
(7,84):0:1.0:1:False:False:Binary
(7,85):0:1.0:1:False:False:Binary
(7,86):0:-0.0:1:False:False:Binary
(7,87):0:1.0:1:False:False:Binary
(7,88):0:1.0:1:False:False:Binary
(7,89):0:1.0:1:False:False:Binary
(7,90):0:1.0:1:False:False:Binary
(7,91):0:1.0:1:False:False:Binary
(7,92):0:1.0:1:False:False:Binary
(7,93):0:1.0:1:False:False:Binary
(7,94):0:1.0:1:False:False:Binary
(7,95):0:1.0:1:False:False:Binary
(7,96):0:0:1:True:True:Binary
(8,1):0:0:1:True:True:Binary
(8,2):0:0:1:True:True:Binary
(8,3):0:0:1:True:True:Binary
(8,4):0:0:1:True:True:Binary
(8,5):0:0:1:True:True:Binary
(8,6):0:0:1:True:True:Binary
(8,7):0:0:1:True:True:Binary
(8,8):0:0:1:True:True:Binary
(8,9):0:1.0:1:False:False:Binary
(8,10):0:1.0:1:False:False:Binary
(8,11):0:1.0:1:False:False:Binary
(8,12):0:1.0:1:False:False:Binary
(8,13):0:1.0:1:False:False:Binary
(8,14):0:1.0:1:False:False:Binary
(8,15):0:1.0:1:False:False:Binary
(8,16):0:1.0:1:False:False:Binary
(8,17):0:1.0:1:False:False:Binary
(8,18):0:1.0:1:False:False:Binary
(8,19):0:1.0:1:False:False:Binary
(8,20):0:1.0:1:False:False:Binary
(8,21):0:1.0:1:False:False:Binary
(8,22):0:1.0:1:False:False:Binary
(8,23):0:1.0:1:False:False:Binary
(8,24):0:1.0:1:False:False:Binary
(8,25):0:1.0:1:False:False:Binary
(8,26):0:1.0:1:False:False:Binary
(8,27):0:1.0:1:False:False:Binary
(8,28):0:1.0:1:False:False:Binary
(8,29):0:1.0:1:False:False:Binary
(8,30):0:1.0:1:False:False:Binary
(8,31):0:1.0:1:False:False:Binary
(8,32):0:1.0:1:False:False:Binary
(8,33):0:1.0:1:False:False:Binary
(8,34):0:0.0:1:False:False:Binary
(8,35):0:-0.0:1:False:False:Binary
(8,36):0:1.0:1:False:False:Binary
(8,37):0:1.0:1:False:False:Binary
(8,38):0:1.0:1:False:False:Binary
(8,39):0:1.0:1:False:False:Binary
(8,40):0:1.0:1:False:False:Binary
(8,41):0:1.0:1:False:False:Binary
(8,42):0:1.0:1:False:False:Binary
(8,43):0:1.0:1:False:False:Binary
(8,44):0:1.0:1:False:False:Binary
(8,45):0:1.0:1:False:False:Binary
(8,46):0:1.0:1:False:False:Binary
(8,47):0:1.0:1:False:False:Binary
(8,48):0:1.0:1:False:False:Binary
(8,49):0:1.0:1:False:False:Binary
(8,50):0:1.0:1:False:False:Binary
(8,51):0:1.0:1:False:False:Binary
(8,52):0:1.0:1:False:False:Binary
(8,53):0:1.0:1:False:False:Binary
(8,54):0:1.0:1:False:False:Binary
(8,55):0:1.0:1:False:False:Binary
(8,56):0:1.0:1:False:False:Binary
(8,57):0:1.0:1:False:False:Binary
(8,58):0:1.0:1:False:False:Binary
(8,59):0:1.0:1:False:False:Binary
(8,60):0:1.0:1:False:False:Binary
(8,61):0:1.0:1:False:False:Binary
(8,62):0:0.0:1:False:False:Binary
(8,63):0:1.0:1:False:False:Binary
(8,64):0:1.0:1:False:False:Binary
(8,65):0:1.0:1:False:False:Binary
(8,66):0:0.0:1:False:False:Binary
(8,67):0:1.0:1:False:False:Binary
(8,68):0:1.0:1:False:False:Binary
(8,69):0:1.0:1:False:False:Binary
(8,70):0:1.0:1:False:False:Binary
(8,71):0:1.0:1:False:False:Binary
(8,72):0:1.0:1:False:False:Binary
(8,73):0:0.0:1:False:False:Binary
(8,74):0:1.0:1:False:False:Binary
(8,75):0:1.0:1:False:False:Binary
(8,76):0:1.0:1:False:False:Binary
(8,77):0:1.0:1:False:False:Binary
(8,78):0:0.0:1:False:False:Binary
(8,79):0:1.0:1:False:False:Binary
(8,80):0:1.0:1:False:False:Binary
(8,81):0:0.0:1:False:False:Binary
(8,82):0:1.0:1:False:False:Binary
(8,83):0:1.0:1:False:False:Binary
(8,84):0:1.0:1:False:False:Binary
(8,85):0:1.0:1:False:False:Binary
(8,86):0:1.0:1:False:False:Binary
(8,87):0:1.0:1:False:False:Binary
(8,88):0:1.0:1:False:False:Binary
(8,89):0:0:1:True:True:Binary
(8,90):0:0:1:True:True:Binary
(8,91):0:0:1:True:True:Binary
(8,92):0:0:1:True:True:Binary
(8,93):0:0:1:True:True:Binary
(8,94):0:0:1:True:True:Binary
(8,95):0:0:1:True:True:Binary
(8,96):0:0:1:True:True:Binary
(9,1):0:0:1:True:True:Binary
(9,2):0:0:1:True:True:Binary
(9,3):0:1.0:1:False:False:Binary
(9,4):0:-0.0:1:False:False:Binary
(9,5):0:-0.0:1:False:False:Binary
(9,6):0:-0.0:1:False:False:Binary
(9,7):0:-0.0:1:False:False:Binary
(9,8):0:-0.0:1:False:False:Binary
(9,9):0:-0.0:1:False:False:Binary
(9,10):0:-0.0:1:False:False:Binary
(9,11):0:-0.0:1:False:False:Binary
(9,12):0:-0.0:1:False:False:Binary
(9,13):0:-0.0:1:False:False:Binary
(9,14):0:-0.0:1:False:False:Binary
(9,15):0:-0.0:1:False:False:Binary
(9,16):0:-0.0:1:False:False:Binary
(9,17):0:-0.0:1:False:False:Binary
(9,18):0:-0.0:1:False:False:Binary
(9,19):0:-0.0:1:False:False:Binary
(9,20):0:-0.0:1:False:False:Binary
(9,21):0:1.0:1:False:False:Binary
(9,22):0:-0.0:1:False:False:Binary
(9,23):0:-0.0:1:False:False:Binary
(9,24):0:-0.0:1:False:False:Binary
(9,25):0:-0.0:1:False:False:Binary
(9,26):0:-0.0:1:False:False:Binary
(9,27):0:-0.0:1:False:False:Binary
(9,28):0:1.0:1:False:False:Binary
(9,29):0:0.0:1:False:False:Binary
(9,30):0:-0.0:1:False:False:Binary
(9,31):0:0.0:1:False:False:Binary
(9,32):0:1.0:1:False:False:Binary
(9,33):0:-0.0:1:False:False:Binary
(9,34):0:1.0:1:False:False:Binary
(9,35):0:-0.0:1:False:False:Binary
(9,36):0:1.0:1:False:False:Binary
(9,37):0:1.0:1:False:False:Binary
(9,38):0:1.0:1:False:False:Binary
(9,39):0:-0.0:1:False:False:Binary
(9,40):0:-0.0:1:False:False:Binary
(9,41):0:-0.0:1:False:False:Binary
(9,42):0:1.0:1:False:False:Binary
(9,43):0:0.0:1:False:False:Binary
(9,44):0:0.0:1:False:False:Binary
(9,45):0:1.0:1:False:False:Binary
(9,46):0:-0.0:1:False:False:Binary
(9,47):0:0.0:1:False:False:Binary
(9,48):0:0.0:1:False:False:Binary
(9,49):0:0.0:1:False:False:Binary
(9,50):0:-0.0:1:False:False:Binary
(9,51):0:-0.0:1:False:False:Binary
(9,52):0:1.0:1:False:False:Binary
(9,53):0:0.0:1:False:False:Binary
(9,54):0:-0.0:1:False:False:Binary
(9,55):0:-0.0:1:False:False:Binary
(9,56):0:-0.0:1:False:False:Binary
(9,57):0:1.0:1:False:False:Binary
(9,58):0:0.0:1:False:False:Binary
(9,59):0:1.0:1:False:False:Binary
(9,60):0:-0.0:1:False:False:Binary
(9,61):0:0.0:1:False:False:Binary
(9,62):0:0.0:1:False:False:Binary
(9,63):0:0.0:1:False:False:Binary
(9,64):0:1.0:1:False:False:Binary
(9,65):0:-0.0:1:False:False:Binary
(9,66):0:0.0:1:False:False:Binary
(9,67):0:1.0:1:False:False:Binary
(9,68):0:1.0:1:False:False:Binary
(9,69):0:1.0:1:False:False:Binary
(9,70):0:1.0:1:False:False:Binary
(9,71):0:0.0:1:False:False:Binary
(9,72):0:1.0:1:False:False:Binary
(9,73):0:1.0:1:False:False:Binary
(9,74):0:1.0:1:False:False:Binary
(9,75):0:1.0:1:False:False:Binary
(9,76):0:1.0:1:False:False:Binary
(9,77):0:1.0:1:False:False:Binary
(9,78):0:1.0:1:False:False:Binary
(9,79):0:1.0:1:False:False:Binary
(9,80):0:-0.0:1:False:False:Binary
(9,81):0:1.0:1:False:False:Binary
(9,82):0:-0.0:1:False:False:Binary
(9,83):0:0.0:1:False:False:Binary
(9,84):0:1.0:1:False:False:Binary
(9,85):0:0.0:1:False:False:Binary
(9,86):0:1.0:1:False:False:Binary
(9,87):0:1.0:1:False:False:Binary
(9,88):0:-0.0:1:False:False:Binary
(9,89):0:1.0:1:False:False:Binary
(9,90):0:1.0:1:False:False:Binary
(9,91):0:1.0:1:False:False:Binary
(9,92):0:1.0:1:False:False:Binary
(9,93):0:1.0:1:False:False:Binary
(9,94):0:1.0:1:False:False:Binary
(9,95):0:1.0:1:False:False:Binary
(9,96):0:1.0:1:False:False:Binary
(10,1):0:0:1:True:True:Binary
(10,2):0:0:1:True:True:Binary
(10,3):0:0:1:True:True:Binary
(10,4):0:0:1:True:True:Binary
(10,5):0:-0.0:1:False:False:Binary
(10,6):0:-0.0:1:False:False:Binary
(10,7):0:-0.0:1:False:False:Binary
(10,8):0:-0.0:1:False:False:Binary
(10,9):0:-0.0:1:False:False:Binary
(10,10):0:-0.0:1:False:False:Binary
(10,11):0:-0.0:1:False:False:Binary
(10,12):0:-0.0:1:False:False:Binary
(10,13):0:-0.0:1:False:False:Binary
(10,14):0:-0.0:1:False:False:Binary
(10,15):0:-0.0:1:False:False:Binary
(10,16):0:-0.0:1:False:False:Binary
(10,17):0:-0.0:1:False:False:Binary
(10,18):0:-0.0:1:False:False:Binary
(10,19):0:-0.0:1:False:False:Binary
(10,20):0:-0.0:1:False:False:Binary
(10,21):0:-0.0:1:False:False:Binary
(10,22):0:0.0:1:False:False:Binary
(10,23):0:-0.0:1:False:False:Binary
(10,24):0:-0.0:1:False:False:Binary
(10,25):0:1.0:1:False:False:Binary
(10,26):0:-0.0:1:False:False:Binary
(10,27):0:-0.0:1:False:False:Binary
(10,28):0:-0.0:1:False:False:Binary
(10,29):0:-0.0:1:False:False:Binary
(10,30):0:-0.0:1:False:False:Binary
(10,31):0:-0.0:1:False:False:Binary
(10,32):0:1.0:1:False:False:Binary
(10,33):0:-0.0:1:False:False:Binary
(10,34):0:1.0:1:False:False:Binary
(10,35):0:-0.0:1:False:False:Binary
(10,36):0:1.0:1:False:False:Binary
(10,37):0:1.0:1:False:False:Binary
(10,38):0:1.0:1:False:False:Binary
(10,39):0:-0.0:1:False:False:Binary
(10,40):0:1.0:1:False:False:Binary
(10,41):0:1.0:1:False:False:Binary
(10,42):0:1.0:1:False:False:Binary
(10,43):0:1.0:1:False:False:Binary
(10,44):0:-0.0:1:False:False:Binary
(10,45):0:1.0:1:False:False:Binary
(10,46):0:1.0:1:False:False:Binary
(10,47):0:1.0:1:False:False:Binary
(10,48):0:-0.0:1:False:False:Binary
(10,49):0:-0.0:1:False:False:Binary
(10,50):0:-0.0:1:False:False:Binary
(10,51):0:-0.0:1:False:False:Binary
(10,52):0:-0.0:1:False:False:Binary
(10,53):0:-0.0:1:False:False:Binary
(10,54):0:-0.0:1:False:False:Binary
(10,55):0:-0.0:1:False:False:Binary
(10,56):0:-0.0:1:False:False:Binary
(10,57):0:1.0:1:False:False:Binary
(10,58):0:-0.0:1:False:False:Binary
(10,59):0:-0.0:1:False:False:Binary
(10,60):0:1.0:1:False:False:Binary
(10,61):0:-0.0:1:False:False:Binary
(10,62):0:-0.0:1:False:False:Binary
(10,63):0:1.0:1:False:False:Binary
(10,64):0:-0.0:1:False:False:Binary
(10,65):0:-0.0:1:False:False:Binary
(10,66):0:-0.0:1:False:False:Binary
(10,67):0:1.0:1:False:False:Binary
(10,68):0:1.0:1:False:False:Binary
(10,69):0:1.0:1:False:False:Binary
(10,70):0:1.0:1:False:False:Binary
(10,71):0:1.0:1:False:False:Binary
(10,72):0:1.0:1:False:False:Binary
(10,73):0:-0.0:1:False:False:Binary
(10,74):0:1.0:1:False:False:Binary
(10,75):0:1.0:1:False:False:Binary
(10,76):0:-0.0:1:False:False:Binary
(10,77):0:-0.0:1:False:False:Binary
(10,78):0:1.0:1:False:False:Binary
(10,79):0:1.0:1:False:False:Binary
(10,80):0:-0.0:1:False:False:Binary
(10,81):0:-0.0:1:False:False:Binary
(10,82):0:1.0:1:False:False:Binary
(10,83):0:1.0:1:False:False:Binary
(10,84):0:1.0:1:False:False:Binary
(10,85):0:1.0:1:False:False:Binary
(10,86):0:1.0:1:False:False:Binary
(10,87):0:1.0:1:False:False:Binary
(10,88):0:-0.0:1:False:False:Binary
(10,89):0:1.0:1:False:False:Binary
(10,90):0:1.0:1:False:False:Binary
(10,91):0:1.0:1:False:False:Binary
(10,92):0:1.0:1:False:False:Binary
(10,93):0:1.0:1:False:False:Binary
(10,94):0:1.0:1:False:False:Binary
(10,95):0:1.0:1:False:False:Binary
(10,96):0:1.0:1:False:False:Binary
(11,1):0:0:1:True:True:Binary
(11,2):0:0:1:True:True:Binary
(11,3):0:0:1:True:True:Binary
(11,4):0:0:1:True:True:Binary
(11,5):0:0:1:True:True:Binary
(11,6):0:-0.0:1:False:False:Binary
(11,7):0:-0.0:1:False:False:Binary
(11,8):0:0.0:1:False:False:Binary
(11,9):0:-0.0:1:False:False:Binary
(11,10):0:-0.0:1:False:False:Binary
(11,11):0:1.0:1:False:False:Binary
(11,12):0:1.0:1:False:False:Binary
(11,13):0:-0.0:1:False:False:Binary
(11,14):0:-0.0:1:False:False:Binary
(11,15):0:-0.0:1:False:False:Binary
(11,16):0:-0.0:1:False:False:Binary
(11,17):0:-0.0:1:False:False:Binary
(11,18):0:1.0:1:False:False:Binary
(11,19):0:-0.0:1:False:False:Binary
(11,20):0:-0.0:1:False:False:Binary
(11,21):0:-0.0:1:False:False:Binary
(11,22):0:1.0:1:False:False:Binary
(11,23):0:-0.0:1:False:False:Binary
(11,24):0:-0.0:1:False:False:Binary
(11,25):0:1.0:1:False:False:Binary
(11,26):0:-0.0:1:False:False:Binary
(11,27):0:-0.0:1:False:False:Binary
(11,28):0:-0.0:1:False:False:Binary
(11,29):0:-0.0:1:False:False:Binary
(11,30):0:-0.0:1:False:False:Binary
(11,31):0:1.0:1:False:False:Binary
(11,32):0:1.0:1:False:False:Binary
(11,33):0:1.0:1:False:False:Binary
(11,34):0:-0.0:1:False:False:Binary
(11,35):0:1.0:1:False:False:Binary
(11,36):0:1.0:1:False:False:Binary
(11,37):0:1.0:1:False:False:Binary
(11,38):0:-0.0:1:False:False:Binary
(11,39):0:1.0:1:False:False:Binary
(11,40):0:1.0:1:False:False:Binary
(11,41):0:-0.0:1:False:False:Binary
(11,42):0:1.0:1:False:False:Binary
(11,43):0:-0.0:1:False:False:Binary
(11,44):0:1.0:1:False:False:Binary
(11,45):0:1.0:1:False:False:Binary
(11,46):0:1.0:1:False:False:Binary
(11,47):0:-0.0:1:False:False:Binary
(11,48):0:-0.0:1:False:False:Binary
(11,49):0:1.0:1:False:False:Binary
(11,50):0:1.0:1:False:False:Binary
(11,51):0:1.0:1:False:False:Binary
(11,52):0:1.0:1:False:False:Binary
(11,53):0:1.0:1:False:False:Binary
(11,54):0:1.0:1:False:False:Binary
(11,55):0:-0.0:1:False:False:Binary
(11,56):0:-0.0:1:False:False:Binary
(11,57):0:1.0:1:False:False:Binary
(11,58):0:1.0:1:False:False:Binary
(11,59):0:1.0:1:False:False:Binary
(11,60):0:1.0:1:False:False:Binary
(11,61):0:1.0:1:False:False:Binary
(11,62):0:1.0:1:False:False:Binary
(11,63):0:1.0:1:False:False:Binary
(11,64):0:1.0:1:False:False:Binary
(11,65):0:1.0:1:False:False:Binary
(11,66):0:-0.0:1:False:False:Binary
(11,67):0:1.0:1:False:False:Binary
(11,68):0:1.0:1:False:False:Binary
(11,69):0:1.0:1:False:False:Binary
(11,70):0:1.0:1:False:False:Binary
(11,71):0:-0.0:1:False:False:Binary
(11,72):0:1.0:1:False:False:Binary
(11,73):0:-0.0:1:False:False:Binary
(11,74):0:1.0:1:False:False:Binary
(11,75):0:1.0:1:False:False:Binary
(11,76):0:1.0:1:False:False:Binary
(11,77):0:1.0:1:False:False:Binary
(11,78):0:1.0:1:False:False:Binary
(11,79):0:1.0:1:False:False:Binary
(11,80):0:1.0:1:False:False:Binary
(11,81):0:-0.0:1:False:False:Binary
(11,82):0:1.0:1:False:False:Binary
(11,83):0:1.0:1:False:False:Binary
(11,84):0:-0.0:1:False:False:Binary
(11,85):0:1.0:1:False:False:Binary
(11,86):0:1.0:1:False:False:Binary
(11,87):0:1.0:1:False:False:Binary
(11,88):0:1.0:1:False:False:Binary
(11,89):0:1.0:1:False:False:Binary
(11,90):0:1.0:1:False:False:Binary
(11,91):0:1.0:1:False:False:Binary
(11,92):0:1.0:1:False:False:Binary
(11,93):0:1.0:1:False:False:Binary
(11,94):0:0:1:True:True:Binary
(11,95):0:0:1:True:True:Binary
(11,96):0:0:1:True:True:Binary
(12,1):0:0:1:True:True:Binary
(12,2):0:0:1:True:True:Binary
(12,3):0:0:1:True:True:Binary
(12,4):0:0:1:True:True:Binary
(12,5):0:0:1:True:True:Binary
(12,6):0:0:1:True:True:Binary
(12,7):0:0:1:True:True:Binary
(12,8):0:-0.0:1:False:False:Binary
(12,9):0:-0.0:1:False:False:Binary
(12,10):0:-0.0:1:False:False:Binary
(12,11):0:-0.0:1:False:False:Binary
(12,12):0:-0.0:1:False:False:Binary
(12,13):0:-0.0:1:False:False:Binary
(12,14):0:-0.0:1:False:False:Binary
(12,15):0:-0.0:1:False:False:Binary
(12,16):0:-0.0:1:False:False:Binary
(12,17):0:-0.0:1:False:False:Binary
(12,18):0:-0.0:1:False:False:Binary
(12,19):0:-0.0:1:False:False:Binary
(12,20):0:-0.0:1:False:False:Binary
(12,21):0:-0.0:1:False:False:Binary
(12,22):0:-0.0:1:False:False:Binary
(12,23):0:-0.0:1:False:False:Binary
(12,24):0:-0.0:1:False:False:Binary
(12,25):0:-0.0:1:False:False:Binary
(12,26):0:-0.0:1:False:False:Binary
(12,27):0:-0.0:1:False:False:Binary
(12,28):0:-0.0:1:False:False:Binary
(12,29):0:-0.0:1:False:False:Binary
(12,30):0:-0.0:1:False:False:Binary
(12,31):0:-0.0:1:False:False:Binary
(12,32):0:-0.0:1:False:False:Binary
(12,33):0:-0.0:1:False:False:Binary
(12,34):0:-0.0:1:False:False:Binary
(12,35):0:-0.0:1:False:False:Binary
(12,36):0:-0.0:1:False:False:Binary
(12,37):0:1.0:1:False:False:Binary
(12,38):0:-0.0:1:False:False:Binary
(12,39):0:1.0:1:False:False:Binary
(12,40):0:1.0:1:False:False:Binary
(12,41):0:1.0:1:False:False:Binary
(12,42):0:-0.0:1:False:False:Binary
(12,43):0:-0.0:1:False:False:Binary
(12,44):0:1.0:1:False:False:Binary
(12,45):0:-0.0:1:False:False:Binary
(12,46):0:1.0:1:False:False:Binary
(12,47):0:-0.0:1:False:False:Binary
(12,48):0:1.0:1:False:False:Binary
(12,49):0:1.0:1:False:False:Binary
(12,50):0:-0.0:1:False:False:Binary
(12,51):0:1.0:1:False:False:Binary
(12,52):0:-0.0:1:False:False:Binary
(12,53):0:-0.0:1:False:False:Binary
(12,54):0:1.0:1:False:False:Binary
(12,55):0:1.0:1:False:False:Binary
(12,56):0:-0.0:1:False:False:Binary
(12,57):0:-0.0:1:False:False:Binary
(12,58):0:-0.0:1:False:False:Binary
(12,59):0:1.0:1:False:False:Binary
(12,60):0:1.0:1:False:False:Binary
(12,61):0:-0.0:1:False:False:Binary
(12,62):0:1.0:1:False:False:Binary
(12,63):0:-0.0:1:False:False:Binary
(12,64):0:1.0:1:False:False:Binary
(12,65):0:-0.0:1:False:False:Binary
(12,66):0:-0.0:1:False:False:Binary
(12,67):0:-0.0:1:False:False:Binary
(12,68):0:1.0:1:False:False:Binary
(12,69):0:-0.0:1:False:False:Binary
(12,70):0:1.0:1:False:False:Binary
(12,71):0:-0.0:1:False:False:Binary
(12,72):0:1.0:1:False:False:Binary
(12,73):0:-0.0:1:False:False:Binary
(12,74):0:-0.0:1:False:False:Binary
(12,75):0:1.0:1:False:False:Binary
(12,76):0:1.0:1:False:False:Binary
(12,77):0:-0.0:1:False:False:Binary
(12,78):0:-0.0:1:False:False:Binary
(12,79):0:-0.0:1:False:False:Binary
(12,80):0:-0.0:1:False:False:Binary
(12,81):0:-0.0:1:False:False:Binary
(12,82):0:-0.0:1:False:False:Binary
(12,83):0:-0.0:1:False:False:Binary
(12,84):0:1.0:1:False:False:Binary
(12,85):0:-0.0:1:False:False:Binary
(12,86):0:-0.0:1:False:False:Binary
(12,87):0:-0.0:1:False:False:Binary
(12,88):0:-0.0:1:False:False:Binary
(12,89):0:1.0:1:False:False:Binary
(12,90):0:1.0:1:False:False:Binary
(12,91):0:1.0:1:False:False:Binary
(12,92):0:-0.0:1:False:False:Binary
(12,93):0:1.0:1:False:False:Binary
(12,94):0:0:1:True:True:Binary
(12,95):0:0:1:True:True:Binary
(12,96):0:0:1:True:True:Binary
(13,1):0:0:1:True:True:Binary
(13,2):0:0:1:True:True:Binary
(13,3):0:0:1:True:True:Binary
(13,4):0:0:1:True:True:Binary
(13,5):0:0:1:True:True:Binary
(13,6):0:0:1:True:True:Binary
(13,7):0:0:1:True:True:Binary
(13,8):0:0:1:True:True:Binary
(13,9):0:-0.0:1:False:False:Binary
(13,10):0:-0.0:1:False:False:Binary
(13,11):0:1.0:1:False:False:Binary
(13,12):0:-0.0:1:False:False:Binary
(13,13):0:-0.0:1:False:False:Binary
(13,14):0:-0.0:1:False:False:Binary
(13,15):0:1.0:1:False:False:Binary
(13,16):0:-0.0:1:False:False:Binary
(13,17):0:-0.0:1:False:False:Binary
(13,18):0:-0.0:1:False:False:Binary
(13,19):0:-0.0:1:False:False:Binary
(13,20):0:-0.0:1:False:False:Binary
(13,21):0:-0.0:1:False:False:Binary
(13,22):0:-0.0:1:False:False:Binary
(13,23):0:-0.0:1:False:False:Binary
(13,24):0:-0.0:1:False:False:Binary
(13,25):0:-0.0:1:False:False:Binary
(13,26):0:-0.0:1:False:False:Binary
(13,27):0:-0.0:1:False:False:Binary
(13,28):0:-0.0:1:False:False:Binary
(13,29):0:-0.0:1:False:False:Binary
(13,30):0:-0.0:1:False:False:Binary
(13,31):0:0.0:1:False:False:Binary
(13,32):0:1.0:1:False:False:Binary
(13,33):0:1.0:1:False:False:Binary
(13,34):0:0.0:1:False:False:Binary
(13,35):0:1.0:1:False:False:Binary
(13,36):0:0.0:1:False:False:Binary
(13,37):0:0.0:1:False:False:Binary
(13,38):0:0.0:1:False:False:Binary
(13,39):0:1.0:1:False:False:Binary
(13,40):0:-0.0:1:False:False:Binary
(13,41):0:-0.0:1:False:False:Binary
(13,42):0:0.0:1:False:False:Binary
(13,43):0:0.0:1:False:False:Binary
(13,44):0:1.0:1:False:False:Binary
(13,45):0:1.0:1:False:False:Binary
(13,46):0:1.0:1:False:False:Binary
(13,47):0:1.0:1:False:False:Binary
(13,48):0:1.0:1:False:False:Binary
(13,49):0:1.0:1:False:False:Binary
(13,50):0:1.0:1:False:False:Binary
(13,51):0:1.0:1:False:False:Binary
(13,52):0:1.0:1:False:False:Binary
(13,53):0:1.0:1:False:False:Binary
(13,54):0:1.0:1:False:False:Binary
(13,55):0:1.0:1:False:False:Binary
(13,56):0:-0.0:1:False:False:Binary
(13,57):0:1.0:1:False:False:Binary
(13,58):0:1.0:1:False:False:Binary
(13,59):0:-0.0:1:False:False:Binary
(13,60):0:1.0:1:False:False:Binary
(13,61):0:0.0:1:False:False:Binary
(13,62):0:1.0:1:False:False:Binary
(13,63):0:0.0:1:False:False:Binary
(13,64):0:1.0:1:False:False:Binary
(13,65):0:1.0:1:False:False:Binary
(13,66):0:1.0:1:False:False:Binary
(13,67):0:1.0:1:False:False:Binary
(13,68):0:1.0:1:False:False:Binary
(13,69):0:1.0:1:False:False:Binary
(13,70):0:0.0:1:False:False:Binary
(13,71):0:1.0:1:False:False:Binary
(13,72):0:1.0:1:False:False:Binary
(13,73):0:1.0:1:False:False:Binary
(13,74):0:1.0:1:False:False:Binary
(13,75):0:1.0:1:False:False:Binary
(13,76):0:1.0:1:False:False:Binary
(13,77):0:1.0:1:False:False:Binary
(13,78):0:1.0:1:False:False:Binary
(13,79):0:0.0:1:False:False:Binary
(13,80):0:-0.0:1:False:False:Binary
(13,81):0:0.0:1:False:False:Binary
(13,82):0:-0.0:1:False:False:Binary
(13,83):0:1.0:1:False:False:Binary
(13,84):0:1.0:1:False:False:Binary
(13,85):0:1.0:1:False:False:Binary
(13,86):0:1.0:1:False:False:Binary
(13,87):0:1.0:1:False:False:Binary
(13,88):0:-0.0:1:False:False:Binary
(13,89):0:1.0:1:False:False:Binary
(13,90):0:1.0:1:False:False:Binary
(13,91):0:1.0:1:False:False:Binary
(13,92):0:0.0:1:False:False:Binary
(13,93):0:1.0:1:False:False:Binary
(13,94):0:1.0:1:False:False:Binary
(13,95):0:1.0:1:False:False:Binary
(13,96):0:1.0:1:False:False:Binary
(14,1):0:0:1:True:True:Binary
(14,2):0:0:1:True:True:Binary
(14,3):0:1.0:1:False:False:Binary
(14,4):0:-0.0:1:False:False:Binary
(14,5):0:1.0:1:False:False:Binary
(14,6):0:1.0:1:False:False:Binary
(14,7):0:1.0:1:False:False:Binary
(14,8):0:1.0:1:False:False:Binary
(14,9):0:1.0:1:False:False:Binary
(14,10):0:-0.0:1:False:False:Binary
(14,11):0:-0.0:1:False:False:Binary
(14,12):0:1.0:1:False:False:Binary
(14,13):0:1.0:1:False:False:Binary
(14,14):0:1.0:1:False:False:Binary
(14,15):0:1.0:1:False:False:Binary
(14,16):0:-0.0:1:False:False:Binary
(14,17):0:1.0:1:False:False:Binary
(14,18):0:1.0:1:False:False:Binary
(14,19):0:1.0:1:False:False:Binary
(14,20):0:1.0:1:False:False:Binary
(14,21):0:-0.0:1:False:False:Binary
(14,22):0:1.0:1:False:False:Binary
(14,23):0:1.0:1:False:False:Binary
(14,24):0:1.0:1:False:False:Binary
(14,25):0:1.0:1:False:False:Binary
(14,26):0:-0.0:1:False:False:Binary
(14,27):0:-0.0:1:False:False:Binary
(14,28):0:1.0:1:False:False:Binary
(14,29):0:1.0:1:False:False:Binary
(14,30):0:1.0:1:False:False:Binary
(14,31):0:1.0:1:False:False:Binary
(14,32):0:1.0:1:False:False:Binary
(14,33):0:1.0:1:False:False:Binary
(14,34):0:-0.0:1:False:False:Binary
(14,35):0:1.0:1:False:False:Binary
(14,36):0:1.0:1:False:False:Binary
(14,37):0:1.0:1:False:False:Binary
(14,38):0:1.0:1:False:False:Binary
(14,39):0:1.0:1:False:False:Binary
(14,40):0:1.0:1:False:False:Binary
(14,41):0:1.0:1:False:False:Binary
(14,42):0:1.0:1:False:False:Binary
(14,43):0:1.0:1:False:False:Binary
(14,44):0:1.0:1:False:False:Binary
(14,45):0:1.0:1:False:False:Binary
(14,46):0:1.0:1:False:False:Binary
(14,47):0:1.0:1:False:False:Binary
(14,48):0:1.0:1:False:False:Binary
(14,49):0:1.0:1:False:False:Binary
(14,50):0:1.0:1:False:False:Binary
(14,51):0:1.0:1:False:False:Binary
(14,52):0:1.0:1:False:False:Binary
(14,53):0:1.0:1:False:False:Binary
(14,54):0:1.0:1:False:False:Binary
(14,55):0:1.0:1:False:False:Binary
(14,56):0:-0.0:1:False:False:Binary
(14,57):0:1.0:1:False:False:Binary
(14,58):0:1.0:1:False:False:Binary
(14,59):0:1.0:1:False:False:Binary
(14,60):0:1.0:1:False:False:Binary
(14,61):0:1.0:1:False:False:Binary
(14,62):0:-0.0:1:False:False:Binary
(14,63):0:1.0:1:False:False:Binary
